Kategorija,id,Naslov,Ogledi,Glasovi,Število odgovorov,Ima sprejet odgovor,Avtor,Čas objave
highest-score,312385,Find a real function $f:\mathbb{R}\to\mathbb{R}$ such that $f(f(x)) = -x$?,27324,170,7,True,Gamma Function,"Feb 23, 2013 at 22:37"
highest-score,2185587,What actually is a polynomial?,23429,170,19,False,Travis,"Mar 13, 2017 at 23:52"
highest-score,625223,Do we know if there exist true mathematical statements that can not be proven?,29728,170,11,True,Jeremy,"Jan 2, 2014 at 20:06"
highest-score,58424,Example of infinite field of characteristic $p\neq 0$,46587,170,2,True,Aspirin,"Aug 19, 2011 at 2:20"
highest-score,2450292,The Hole in One Pizza,8932,170,4,True,Robert Z,"Sep 29, 2017 at 11:12"
highest-score,462199,Why does factoring eliminate a hole in the limit?,16236,169,17,False,Emi Matro,"Aug 7, 2013 at 19:20"
highest-score,51453,Is non-standard analysis worth learning?,24376,169,7,True,,
highest-score,49034,Is infinity an odd or even number?,71929,169,7,False,Kevin,"Jul 2, 2011 at 15:27"
highest-score,271834,What properties of busy beaver numbers are computable?,8982,169,1,False,Qiaochu Yuan,"Jan 6, 2013 at 23:58"
highest-score,608957,Monty hall problem extended.,69507,168,15,True,Shaurya Gupta,"Dec 16, 2013 at 11:28"
highest-score,1657240,What&#39;s the point in being a &quot;skeptical&quot; learner [closed],12582,168,8,False,Dubious,"Feb 15, 2016 at 20:33"
highest-score,23596,Why is the eigenvector of a covariance matrix equal to a principal component?,145128,168,3,True,Ryan,"Feb 24, 2011 at 20:25"
highest-score,174595,Classification of prime ideals of $\mathbb{Z}[X]$,41058,168,1,True,Makoto Kato,"Jul 24, 2012 at 9:38"
highest-score,1004148,Examples of mathematical discoveries which were kept as a secret,26135,167,22,False,,"Nov 3, 2014 at 14:17"
highest-score,255,Why does the series $\sum_{n=1}^\infty\frac1n$ not converge?,39364,167,26,True,bryn,"Jul 21, 2010 at 5:00"
highest-score,50274,Intuitive interpretation of the Laplacian Operator,31507,167,9,True,koletenbert,"Jul 8, 2011 at 7:40"
highest-score,423492,Overview of basic facts about Cauchy functional equation,38761,167,1,False,,
highest-score,948616,A variation of Fermat&#39;s little theorem in the form $a^{n-d}\equiv a$ (mod $p$).,8749,167,1,False,Tavian Barnes,"Sep 27, 2014 at 20:34"
highest-score,555316,What are the most overpowered theorems in mathematics? [closed],31311,166,33,False,,
highest-score,478212,Is there another simpler method to solve this elementary school math problem?,42787,166,19,True,kiss my armpit,"Aug 28, 2013 at 14:52"
highest-score,854380,How to distinguish between walking on a sphere and walking on a torus?,22499,166,20,False,Julien__,"Jul 2, 2014 at 14:54"
highest-score,55068,Can you raise a number to an irrational exponent?,67030,166,5,True,tel,"Aug 2, 2011 at 6:41"
highest-score,3740683,What happens when we (incorrectly) make improper fractions proper again?,5697,166,4,True,Zim,"Jun 30, 2020 at 22:40"
highest-score,89352,What is the Picard group of $z^3=y(y^2-x^2)(x-1)$?,5505,166,1,False,topspin1617,"Dec 7, 2011 at 20:16"
highest-score,2657457,Pythagorean triples that &quot;survive&quot; Euler&#39;s totient function,6080,166,1,False,Misha Lavrov,"Feb 19, 2018 at 19:12"
highest-score,2644700,What&#39;s new in higher dimensions?,25221,165,16,False,Martin Hurtado,"Feb 10, 2018 at 16:15"
highest-score,13841,Online tool for making graphs (vertices and edges)?,269485,165,20,True,f20k,"Dec 10, 2010 at 20:12"
highest-score,64042,What are the numbers before and after the decimal point referred to in mathematics?,283581,165,6,True,Calvin Froedge,"Sep 13, 2011 at 0:34"
highest-score,645672,What is the difference between a point and a vector?,80788,164,19,False,6609081,"Jan 21, 2014 at 0:55"
highest-score,325082,Is the inverse of a symmetric matrix also symmetric?,243926,163,11,True,gregmacfarlane,"Mar 8, 2013 at 22:54"
highest-score,394896,Why is learning modern algebraic geometry so complicated?,26728,163,4,True,Dubious,"May 17, 2013 at 20:41"
highest-score,2482072,What functions can be made continuous by &quot;mixing up their domain&quot;?,3086,163,1,False,M. Winter,"Oct 20, 2017 at 21:32"
highest-score,268726,Are there real-life relations which are symmetric and reflexive but not transitive?,63614,162,15,True,000,"Jan 1, 2013 at 18:17"
highest-score,532544,Are there any open mathematical puzzles? [closed],12362,162,20,False,,
highest-score,683891,How do you describe your mathematical research in layman&#39;s terms?,20635,162,18,True,,
highest-score,7520,Best book of topology for beginner? [closed],160296,162,21,True,,
highest-score,1024280,Most ambiguous and inconsistent phrases and notations in maths,19900,161,25,False,,
highest-score,631450,Stopping the &quot;Will I need this for the test&quot; question [closed],15552,161,31,False,,
highest-score,39895,The direct sum $\oplus$ versus the cartesian product $\times$,44418,161,4,True,Sputnik,"May 18, 2011 at 17:07"
highest-score,507641,Show that the determinant of $A$ is equal to the product of its eigenvalues,266884,161,7,True,onimoni,"Sep 28, 2013 at 7:17"
highest-score,481527,Slice of pizza with no crust,19712,161,2,False,Dan Rust,"Sep 1, 2013 at 18:38"
highest-score,2130264,Sum of random decreasing numbers between 0 and 1: does it converge??,10404,161,4,True,Carlos Toscano-Ochoa,"Feb 5, 2017 at 14:30"
highest-score,2217995,Simple theorems that are instances of deep mathematics,24315,160,28,True,Stella Biderman,"Apr 4, 2017 at 18:10"
highest-score,7301,Connection between Fourier transform and Taylor series,46224,160,6,True,vonjd,"Oct 20, 2010 at 15:29"
highest-score,193072,Is Apple ipad / tablet good for mathematics students? [closed],35251,160,7,False,T. Webster,"Sep 9, 2012 at 7:38"
highest-score,24873,Elementary proof that $\mathbb{R}^n$ is not homeomorphic to $\mathbb{R}^m$,37894,159,7,True,user7530,"Mar 3, 2011 at 20:38"
highest-score,540,What is the Riemann-Zeta function?,24964,159,5,True,BlueRaja - Danny Pflughoeft,"Jul 23, 2010 at 6:42"
highest-score,1416053,Why do both sine and cosine exist?,24733,158,17,False,Tdonut,"Aug 31, 2015 at 16:34"
highest-score,4335,Where to start learning Linear Algebra? [closed],217807,158,16,True,,
highest-score,73144,Does a &quot;cubic&quot; matrix exist?,19728,158,7,True,Ian Mateus,"Oct 16, 2011 at 20:40"
highest-score,6501,Is there a known well ordering of the reals?,44303,158,2,True,Seamus,"Oct 11, 2010 at 10:46"
highest-score,48080,Sum of First $n$ Squares Equals $\frac{n(n+1)(2n+1)}{6}$,91387,157,33,True,Nathan Osman,"Jun 27, 2011 at 23:05"
highest-score,1220875,Has lack of mathematical rigour killed anybody before?,16078,157,15,False,Trogdor,"Apr 5, 2015 at 10:11"
highest-score,186726,Math and mental fatigue [closed],44764,157,10,True,yoyostein,"Aug 25, 2012 at 12:20"
highest-score,175561,Is the following matrix invertible?,13242,156,1,True,Yongkai,"Jul 26, 2012 at 18:04"
highest-score,9933,Why is negative times negative = positive?,122310,155,41,True,Sev,"Nov 12, 2010 at 2:11"
highest-score,6489,Can you explain the &quot;Axiom of choice&quot; in simple terms?,67449,155,8,True,Tyler,"Oct 11, 2010 at 4:45"
highest-score,805954,What does the dot product of two vectors represent?,329015,155,13,True,Saturn,"May 22, 2014 at 22:27"
highest-score,1623917,Why does an argument similiar to 0.999...=1 show 999...=-1?,21340,154,14,True,CommonToad,"Jan 23, 2016 at 19:24"
highest-score,493526,Can someone clearly explain about the lim sup and lim inf?,131372,154,6,True,eChung00,"Sep 14, 2013 at 16:16"
highest-score,23600,Intuition behind Conditional Expectation,24864,154,8,False,Stefan,"Feb 24, 2011 at 20:42"
highest-score,2373333,Do most mathematicians know most topics in mathematics?,22851,154,8,True,Sid Caroline,"Jul 27, 2017 at 8:52"
highest-score,312605,What is category theory useful for?,37204,154,4,True,Asinom&#225;s,"Feb 24, 2013 at 4:43"
highest-score,13504,Does $R[x] \cong S[x]$ imply $R \cong S$?,9577,154,4,True,Richard G ,"Dec 8, 2010 at 8:39"
highest-score,6406,Pullback and Pushforward Isomorphism of Sheaves,12632,154,0,False,Matt,"Oct 10, 2010 at 2:08"
highest-score,744132,Are mathematical articles on Wikipedia reliable?,15329,153,10,True,user140943,"Apr 7, 2014 at 20:55"
highest-score,1347,Studying Euclidean geometry using hyperbolic criteria,4159,153,7,True,Zach Conn,"Aug 1, 2010 at 18:31"
highest-score,254620,$\pi$ in arbitrary metric spaces,20315,153,7,True,,
highest-score,371928,What should be the intuition when working with compactness?,27880,152,16,True,Gold,"Apr 24, 2013 at 21:50"
highest-score,2205890,Apparently sometimes $1/2 &lt; 1/4$?,8643,152,7,False,SDiv,"Mar 27, 2017 at 20:27"
highest-score,170241,When is matrix multiplication commutative?,241946,152,8,True,Martin Thoma,"Jul 13, 2012 at 8:39"
highest-score,107931,lim sup and lim inf of sequence of sets.,81258,151,7,True,Comic Book Guy,"Feb 10, 2012 at 21:50"
highest-score,1834686,Why do we use the word &quot;scalar&quot; and not &quot;number&quot; in Linear Algebra?,52534,151,12,True,LiziPizi,"Jun 21, 2016 at 16:28"
highest-score,2917887,Do Arithmetic Mean and Geometric Mean of Prime Numbers converge?,7354,151,6,False,Soham,"Sep 15, 2018 at 14:23"
highest-score,566565,Are &quot;if&quot; and &quot;iff&quot; interchangeable in definitions?,17986,151,15,True,fiftyeight,"Nov 14, 2013 at 9:12"
highest-score,45893,How to find the Galois group of a polynomial?,62563,151,3,True,IBS,"Jun 17, 2011 at 13:40"
highest-score,70728,Partial derivative in gradient descent for two variables,97078,151,4,True,voithos,"Oct 7, 2011 at 22:14"
highest-score,55170,Is it possible for a function to be in $L^p$ for only one $p$?,21437,151,4,True,user1736,"Aug 2, 2011 at 18:34"
highest-score,623,Why is the volume of a cone one third of the volume of a cylinder?,237305,151,15,True,bryn,"Jul 24, 2010 at 2:54"
highest-score,465718,What&#39;s 4 times more likely than 80%?,34929,150,6,True,Jim,"Aug 12, 2013 at 11:35"
highest-score,1754313,Are we allowed to compare infinities?,11306,150,12,False,Alice,"Apr 22, 2016 at 15:26"
highest-score,267554,On Ph.D. Qualifying Exams,45971,149,5,True,Koushik,"Dec 30, 2012 at 10:12"
highest-score,359784,The Best of Dover Books (a.k.a the best cheap mathematical texts),36740,148,23,False,,
highest-score,21131,Physical meaning of the null space of a matrix,164913,148,11,True,user541686,"Feb 9, 2011 at 7:16"
highest-score,152223,Why does mathematical convention deal so ineptly with multisets?,9223,148,6,True,MJD,"May 31, 2012 at 21:20"
highest-score,36834,Can someone explain the math behind tessellation?,21188,148,6,True,ocodo,"May 4, 2011 at 1:38"
highest-score,1980010,Why do units (from physics) behave like numbers?,15265,147,14,True,,"Oct 22, 2016 at 15:11"
highest-score,2134903,Is there any mathematical reason for this &quot;digit-repetition-show&quot;?,8330,146,2,True,Peter,"Feb 8, 2017 at 13:02"
highest-score,349738,Prove $\operatorname{rank}A^TA=\operatorname{rank}A$ for any $A\in M_{m \times n}$,116079,146,5,True,jaynp,"Apr 3, 2013 at 3:20"
highest-score,275643,Proving an alternating Euler sum: $\sum_{k=1}^{\infty} \frac{(-1)^{k+1} H_k}{k} = \frac{1}{2} \zeta(2) - \frac{1}{2} \log^2 2$,12190,145,16,True,Mike Spivey,"Jan 11, 2013 at 5:31"
highest-score,164244,Normal subgroup of prime index,70554,145,9,True,Sigur,"Jun 28, 2012 at 16:48"
highest-score,305700,Studying for the Putnam Exam,87790,145,6,False,Potato,"Feb 16, 2013 at 19:28"
highest-score,1792464,"If polynomials are almost surjective over a field, is the field algebraically closed?",3955,145,0,False,Eric Wofsey,"May 20, 2016 at 2:06"
highest-score,555024,How to put 9 pigs into 4 pens so that there are an odd number of pigs in each pen?,40571,144,18,True,zerosofthezeta,"Nov 7, 2013 at 0:22"
highest-score,2776158,Is the blue area greater than the red area?,22399,144,10,True,Mr Pie,"May 11, 2018 at 4:22"
highest-score,20578,Why is integration so much harder than differentiation?,58222,144,6,True,Venge,"Feb 5, 2011 at 20:38"
highest-score,470286,Identification of a curious function,5824,144,1,False,Yuval Filmus,"Aug 18, 2013 at 7:44"
highest-score,120,Why is $1$ not a prime number?,88304,143,15,True,bryn,"Jul 20, 2010 at 21:08"
highest-score,174270,What exactly is the difference between a derivative and a total derivative?,159461,143,9,True,Chibueze Opata,"Jul 23, 2012 at 15:05"
highest-score,57317,Construction of a Borel set with positive but not full measure in each interval,26710,143,7,True,user1736,"Aug 13, 2011 at 23:24"
highest-score,3,List of interesting math podcasts? [closed],83041,143,22,False,,
highest-score,2041189,Mondrian Art Problem Upper Bound for defect,5702,143,0,False,Ed Pegg,"Dec 3, 2016 at 1:07"
highest-score,453503,Can someone explain G&#246;del&#39;s incompleteness theorems in layman terms?,90925,142,13,True,Hyperbola,"Jul 27, 2013 at 15:46"
highest-score,2260,Proof that $1+2+3+4+\cdots+n = \frac{n\times(n+1)}2$,311070,141,36,True,b1_,"Aug 12, 2010 at 17:15"
highest-score,15201,Good Book On Combinatorics,87715,141,23,False,,
highest-score,28940,Why is $\infty \cdot 0$ not clearly equal to $0$?,191999,141,11,True,Ashley Schroder,"Mar 25, 2011 at 5:37"
highest-score,127372,Prove that $||x|-|y||\le |x-y|$,249195,141,8,True,Anonymous,"Apr 2, 2012 at 20:10"
highest-score,27480,What are good books to learn graph theory?,131870,141,16,True,,
highest-score,139699,What are some examples of a mathematical result being counterintuitive?,26040,140,46,False,,
highest-score,2344993,Unexpected examples of natural logarithm,14082,140,36,False,Jos&#233; Carlos Santos,"Jul 3, 2017 at 13:07"
highest-score,141381,What is the difference between regression and classification?,206935,140,11,True,Bober02,"May 5, 2012 at 13:59"
highest-score,24507,Why did mathematicians take Russell&#39;s paradox seriously?,19900,140,16,True,Uticensis,"Mar 1, 2011 at 23:08"
highest-score,14952,What is the Jacobian matrix?,191132,140,10,True,Pratik Deoghare,"Dec 20, 2010 at 13:25"
highest-score,463362,"What&#39;s the difference between theorem, lemma and corollary?",91820,140,10,True,HPS,"Aug 9, 2013 at 5:22"
highest-score,236212,Prove that simultaneously diagonalizable matrices commute,111411,140,1,True,diimension,"Nov 13, 2012 at 4:54"
highest-score,81228,Modular exponentiation by hand ($a^b\bmod c$),28535,140,12,True,user7530,"Nov 11, 2011 at 22:05"
highest-score,9554,What&#39;s the difference between predicate and propositional logic?,145533,140,6,True,Alex Basson,"Nov 9, 2010 at 12:02"
highest-score,3770846,Probability for an $n\times n$ matrix to have only real eigenvalues,4640,140,0,False,Exodd,"Jul 27, 2020 at 10:59"
highest-score,743067,Visually deceptive &quot;proofs&quot; which are mathematically wrong,30385,139,24,False,,
highest-score,63196,Continuity of the roots of a polynomial in terms of its coefficients,25450,139,9,True,Harry Altman,"Sep 9, 2011 at 20:50"
highest-score,7743,Getting better at proofs,58351,139,5,True,bobobobo,"Oct 25, 2010 at 0:07"
highest-score,122898,Why are the solutions of polynomial equations so unconstrained over the quaternions?,10859,139,6,True,MJD,"Mar 21, 2012 at 14:42"
highest-score,691807,Proofs of AM-GM inequality,57633,138,30,False,Michiel Van Couwenberghe,"Feb 26, 2014 at 21:40"
highest-score,967,Learning Lambda Calculus,35771,138,10,False,,
highest-score,464769,How to prove $\int_0^1\tan^{-1}\left[\frac{\tanh^{-1}x-\tan^{-1}x}{\pi+\tanh^{-1}x-\tan^{-1}x}\right]\frac{dx}{x}=\frac{\pi}{8}\ln\frac{\pi^2}{8}?$,6080,138,2,False,larry,"Aug 11, 2013 at 2:50"
highest-score,699002,Examples of mathematical results discovered &quot;late&quot;,21395,137,35,False,,
highest-score,44406,How do I get the square root of a complex number?,343274,137,14,True,Macha,"Jun 9, 2011 at 19:18"
highest-score,48161,"In classical logic, why is $(p\Rightarrow q)$ True if both $p$ and $q$ are False?",32981,137,26,True,Ethan,"Jun 28, 2011 at 7:07"
highest-score,168485,Help find hard integrals that evaluate to $59$?,11170,137,5,True,,
highest-score,29023,Values of $\sum_{n=0}^\infty x^n$ and $\sum_{n=0}^N x^n$,117865,137,7,True,,
highest-score,106700,Incremental averaging,102997,137,5,True,Ali,"Feb 7, 2012 at 15:40"
